ID da Venda,Data da Venda,Produto,Categoria,Preço Unitário,Quantidade Vendida,Desconto,Valor Total,Localização,Forma de Pagamento,id_registro,flag_quantidade_invalida,Valor_Total_Corrigido
11169,2025-07-31 12:01:04,Smartphone N,Eletrônicos,2795.97,4,0.07,10401.01,Curitiba,Pix,10168,False,10401.008399999999
11166,2025-07-31 13:07:01,Fone X,Moda,2957.24,3,0.17,7363.53,Recife,Cartão de Débito,10169,False,7363.527599999999
11171,2025-07-31 13:53:10,Air Fryer I,Eletrodomésticos,1210.71,3,0.0,3632.13,Fortaleza,Cartão de Débito,10170,False,3632.13
11160,2025-07-31 14:58:49,Livro J,Livros,118.5,5,0.08,545.1,Recife,Cartão de Crédito,10171,False,545.1
11161,2025-07-31 15:23:07,Notebook S,Eletrônicos,2936.46,1,0.15,2495.99,Goiânia,Pix,10172,False,2495.991
11175,2025-07-31 15:33:49,Cafeteira L,Eletrodomésticos,1181.22,1,0.04,1133.97,Rio De Janeiro,Cartão de Débito,10173,False,1133.9712
11173,2025-07-31 15:37:35,Monitor Q,Eletrônicos,2776.1,3,0.19,6745.92,Brasília,Pix,10174,False,6745.923
11178,2025-07-31 18:39:16,Calça M,Moda,359.68,4,0.05,1366.78,Salvador,Cartão de Crédito,10175,False,1366.7839999999999
11168,2025-07-31 19:09:00,Curso Online B,Educação,706.69,1,0.13,614.82,Fortaleza,Boleto,10176,False,614.8203000000001
11163,2025-07-31 20:07:05,Calça M,Moda,359.68,1,0.04,345.29,Fortaleza,Cartão de Crédito,10177,False,345.2928
11174,2025-07-31 20:28:14,Jaqueta J,Moda,323.03,1,0.03,313.34,Rio De Janeiro,Pix,10178,False,313.3391
11167,2025-07-31 20:37:54,Cadeira C,Móveis,1791.17,2,0.15,3044.99,Recife,Cartão de Crédito,10179,False,3044.989
11165,2025-07-31 21:51:56,Smartphone P,Eletrônicos,3165.38,3,0.19,7691.87,Belo Horizonte,Cartão de Crédito,10180,False,7691.8734
11199,2025-08-01 00:31:02,Livro F,Livros,123.97,1,0.14,106.61,Salvador,Pix,10181,False,106.6142
11189,2025-08-01 07:33:38,Notebook S,Eletrônicos,2936.46,5,0.04,14095.01,Fortaleza,Pix,10182,False,14095.007999999998
11198,2025-08-01 07:38:48,Curso Online B,Educação,706.69,4,0.02,2770.22,Recife,Pix,10183,False,2770.2248
11195,2025-08-01 08:21:12,Smartphone P,Eletrônicos,3165.38,1,0.14,2722.23,Goiânia,Pix,10184,False,2722.2268
11183,2025-08-01 09:25:53,Cadeira D,Móveis,1723.34,4,0.14,5928.29,Brasília,Cartão de Débito,10185,False,5928.2896
11194,2025-08-01 09:47:44,Curso Online O,Educação,731.98,1,0.11,651.46,Recife,Pix,10186,False,651.4622
11187,2025-08-01 10:03:16,Livro F,Livros,123.97,5,0.17,514.48,Recife,Pix,10187,False,514.4755
11193,2025-08-01 11:00:44,Cadeira O,Móveis,1701.19,2,0.05,3232.26,Porto Alegre,Boleto,10188,False,3232.261
11184,2025-08-01 12:41:39,Cadeira C,Móveis,1791.17,3,0.1,4836.16,Goiânia,Cartão de Débito,10189,False,4836.159000000001
11191,2025-08-01 13:18:57,Jaqueta P,Moda,346.61,3,0.14,894.25,Campinas,Cartão de Crédito,10190,False,894.2538
11186,2025-08-01 14:41:22,Livro A,Livros,124.86,3,0.14,322.14,Fortaleza,Boleto,10191,False,322.1388
11185,2025-08-01 14:51:30,Calça C,Moda,326.14,4,0.12,1148.01,Recife,Boleto,10192,False,1148.0128
11192,2025-08-01 15:26:50,Cafeteira M,Eletrodomésticos,1122.24,3,0.12,2962.71,Belo Horizonte,Pix,10193,False,2962.7136
11181,2025-08-01 15:34:27,Fone C,Eletrônicos,1626.54,5,0.2,6506.16,Rio De Janeiro,Cartão de Crédito,10194,False,6506.16
11188,2025-08-01 15:43:48,Calça C,Moda,326.14,5,0.1,1467.63,Campinas,Boleto,10195,False,1467.6299999999999
11190,2025-08-01 19:39:24,Camisa U,Moda,337.22,2,0.2,539.55,Fortaleza,Pix,10197,False,539.552
11196,2025-08-01 20:49:12,Mesa R,Móveis,1692.0,3,0.16,4263.84,Campinas,Cartão de Crédito,10198,False,4263.84
11182,2025-08-01 21:25:42,Mesa F,Educação,1613.02,5,0.08,7419.89,Salvador,Pix,10199,False,7419.892000000001
11200,2025-08-01 23:14:54,Notebook Y,Eletrônicos,2957.81,2,0.18,4850.81,Belo Horizonte,Pix,10200,False,4850.8084
11209,2025-08-02 07:21:37,Mesa C,Móveis,1682.78,5,0.01,8329.76,Recife,Pix,10201,False,8329.761
11201,2025-08-02 07:40:14,Livro J,Livros,118.5,3,0.16,298.62,Goiânia,Cartão de Débito,10202,False,298.62
11211,2025-08-02 11:51:50,Smartphone P,Eletrônicos,3165.38,4,0.12,11142.14,Rio De Janeiro,Cartão de Crédito,10203,False,11142.1376
11208,2025-08-02 13:55:20,Camisa U,Moda,337.22,3,0.09,920.61,São Paulo,Pix,10204,False,920.6106000000001
11204,2025-08-02 14:32:07,Jaqueta P,Moda,346.61,4,0.09,1261.66,São Paulo,Boleto,10205,False,1261.6604
11202,2025-08-02 15:44:23,Monitor R,Eletrônicos,2873.03,2,0.02,5631.14,Recife,Pix,10206,False,5631.138800000001
11207,2025-08-02 19:13:39,Jaqueta F,Moda,367.85,3,0.15,938.02,Goiânia,Cartão de Débito,10207,False,938.0175000000002
11203,2025-08-02 19:23:11,Air Fryer I,Eletrodomésticos,1210.71,2,0.03,2348.78,Rio De Janeiro,Pix,10208,False,2348.7774
11210,2025-08-02 19:35:40,Air Fryer F,Eletrodomésticos,1139.4,3,0.2,2734.56,Recife,Pix,10209,False,2734.5600000000004
11212,2025-08-02 19:47:50,Cadeira D,Móveis,1723.34,5,0.12,7582.7,Curitiba,Cartão de Crédito,10210,False,7582.695999999999
11206,2025-08-02 20:01:55,Cadeira O,Móveis,1701.19,1,0.19,1377.96,Goiânia,Pix,10211,False,1377.9639000000002
11205,2025-08-02 22:45:12,Camisa V,Moda,301.91,2,0.1,543.44,São Paulo,Cartão de Débito,10212,False,543.4380000000001
11229,2025-08-03 04:00:12,Monitor Q,Eletrônicos,2776.1,4,0.19,8994.56,Rio De Janeiro,Cartão de Débito,10213,False,8994.564
11214,2025-08-03 08:52:51,Mesa R,Móveis,1692.0,3,0.2,4060.8,Salvador,Pix,10214,False,4060.8
11234,2025-08-03 09:19:17,Air Fryer C,Eletrodomésticos,1110.78,1,0.04,1066.35,Campinas,Boleto,10215,False,1066.3488
11215,2025-08-03 09:51:38,Cafeteira M,Eletrodomésticos,1122.24,5,0.12,4937.86,Recife,Cartão de Débito,10216,False,4937.856
11219,2025-08-03 10:23:51,Cafeteira M,Eletrodomésticos,1122.24,5,0.0,5611.2,Florianópolis,Cartão de Crédito,10217,False,5611.2
11236,2025-08-03 11:17:29,Tênis Y,Moda,341.81,3,0.0,1025.43,Belo Horizonte,Cartão de Crédito,10218,False,1025.43
11220,2025-08-03 11:21:11,Smartphone P,Eletrônicos,3165.38,1,0.2,2532.3,Brasília,Cartão de Crédito,10219,False,2532.304
11226,2025-08-03 11:41:36,Air Fryer I,Eletrodomésticos,1210.71,2,0.13,2106.64,Salvador,Cartão de Crédito,10220,False,2106.6354
11224,2025-08-03 12:05:14,Smartphone P,Eletrônicos,3165.38,5,0.05,15035.56,Salvador,Pix,10221,False,15035.555
11216,2025-08-03 12:22:47,Smartphone P,Eletrônicos,3165.38,4,0.17,10509.06,São Paulo,Pix,10222,False,10509.061599999999
11232,2025-08-03 12:45:40,Calça C,Moda,326.14,4,0.19,1056.69,Curitiba,Boleto,10223,False,1056.6936
11221,2025-08-03 13:07:54,Calça K,Moda,355.99,4,0.18,1167.65,Salvador,Cartão de Débito,10224,False,1167.6472
11213,2025-08-03 15:26:40,Monitor R,Eletrônicos,2873.03,4,0.13,9998.14,Belo Horizonte,Cartão de Débito,10225,False,9998.144400000001
11225,2025-08-03 15:26:44,Curso Online O,Educação,731.98,2,0.16,1229.73,Salvador,Boleto,10226,False,1229.7264
11217,2025-08-03 15:30:42,Jaqueta J,Moda,323.03,3,0.09,881.87,Florianópolis,Boleto,10227,False,881.8719
11228,2025-08-03 15:44:27,Curso Online L,Educação,649.58,5,0.01,3215.42,Rio De Janeiro,Cartão de Débito,10228,False,3215.4210000000003
11233,2025-08-03 15:51:40,Jaqueta F,Moda,367.85,5,0.02,1802.46,Rio De Janeiro,Cartão de Débito,10229,False,1802.465
11237,2025-08-03 15:56:45,Camisa U,Moda,337.22,3,0.07,940.84,São Paulo,Pix,10230,False,940.8438
11218,2025-08-03 16:01:20,Calça K,Eletrodomésticos,355.99,2,0.04,683.5,Goiânia,Cartão de Crédito,10231,False,683.5008
11230,2025-08-03 16:17:02,Air Fryer I,Eletrodomésticos,1210.71,2,0.12,2130.85,Goiânia,Pix,10232,False,2130.8496
11231,2025-08-03 16:26:55,Monitor R,Eletrônicos,2873.03,2,0.08,5286.38,Curitiba,Cartão de Crédito,10233,False,5286.3752
11222,2025-08-03 17:01:16,Camisa V,Moda,301.91,5,0.08,1388.79,Rio De Janeiro,Pix,10234,False,1388.7860000000003
11235,2025-08-03 17:01:18,Curso Online L,Educação,649.58,3,0.13,1695.4,Salvador,Cartão de Débito,10235,False,1695.4038000000003
11223,2025-08-03 17:41:43,Jaqueta J,Moda,323.03,2,0.11,574.99,Rio De Janeiro,Boleto,10236,False,574.9934
11227,2025-08-03 19:45:23,Air Fryer F,Eletrodomésticos,1139.4,1,0.19,922.91,Curitiba,Cartão de Débito,10237,False,922.9140000000001
11248,2025-08-04 08:16:40,Curso Online O,Educação,731.98,3,0.14,1888.51,Florianópolis,Boleto,10238,False,1888.5084
11247,2025-08-04 08:28:31,Cafeteira L,Eletrodomésticos,1181.22,5,0.17,4902.06,Rio De Janeiro,Cartão de Crédito,10239,False,4902.063
11259,2025-08-04 09:06:10,Cafeteira L,Eletrodomésticos,1181.22,1,0.02,1157.6,Florianópolis,Boleto,10240,False,1157.5956
11238,2025-08-04 11:24:25,Calça M,Moda,359.68,4,0.1,1294.85,Recife,Cartão de Débito,10241,False,1294.848
11251,2025-08-04 11:28:58,Calça M,Moda,359.68,4,0.06,1352.4,Goiânia,Cartão de Débito,10242,False,1352.3968
11242,2025-08-04 11:58:07,Mesa F,Móveis,1613.02,2,0.08,2967.96,Salvador,Cartão de Crédito,10243,False,2967.9568
11240,2025-08-04 13:18:49,Tênis Y,Moda,341.81,1,0.1,307.63,Campinas,Boleto,10244,False,307.629
11253,2025-08-04 13:48:17,Tênis E,Moda,338.84,4,0.03,1314.7,Curitiba,Pix,10245,False,1314.6991999999998
11250,2025-08-04 14:14:03,Livro F,Livros,123.97,3,0.0,371.91,Fortaleza,Pix,10246,False,371.90999999999997
11249,2025-08-04 14:22:36,Monitor Q,Eletrônicos,2776.1,4,0.16,9327.7,Brasília,Pix,10247,False,9327.696
11261,2025-08-04 14:27:21,Curso Online O,Educação,731.98,4,0.0,2927.92,Salvador,Boleto,10248,False,2927.92
11244,2025-08-04 14:31:48,Mesa R,Móveis,1692.0,5,0.06,7952.4,Curitiba,Cartão de Débito,10249,False,7952.4
11252,2025-08-04 15:16:33,Notebook S,Eletrônicos,2936.46,3,0.14,7576.07,Campinas,Cartão de Débito,10250,False,7576.0668000000005
11260,2025-08-04 15:59:14,Curso Online L,Educação,649.58,3,0.07,1812.33,Florianópolis,Cartão de Crédito,10251,False,1812.3282000000002
11246,2025-08-04 16:46:07,Cadeira D,Móveis,1723.34,2,0.08,3170.95,Salvador,Boleto,10252,False,3170.9456
9484,2025-08-04 16:58:42,Mesa C,Móveis,1682.78,1,0.17,1396.71,Recife,Cartão de Crédito,10253,False,1396.7074
11239,2025-08-04 17:05:21,Curso Online O,Educação,731.98,4,0.0,2927.92,Brasília,Cartão de Débito,10254,False,2927.92
11257,2025-08-04 17:21:21,Monitor Q,Eletrônicos,2776.1,5,0.06,13047.67,Belo Horizonte,Cartão de Crédito,10255,False,13047.67
11256,2025-08-04 17:27:22,Notebook S,Eletrônicos,2936.46,1,0.14,2525.36,Goiânia,Boleto,10256,False,2525.3556
11241,2025-08-04 18:18:52,Notebook S,Eletrônicos,2936.46,3,0.04,8457.0,Salvador,Cartão de Débito,10257,False,8457.0048
11254,2025-08-04 19:38:23,Tênis E,Moda,338.84,4,0.16,1138.5,Porto Alegre,Cartão de Débito,10258,False,1138.5023999999999
11243,2025-08-04 20:51:24,Air Fryer I,Eletrodomésticos,1210.71,5,0.05,5750.87,Belo Horizonte,Pix,10259,False,5750.8724999999995
11245,2025-08-04 21:28:03,Livro J,Livros,118.5,1,0.11,105.46,São Paulo,Pix,10260,False,105.465
11255,2025-08-04 23:43:46,Air Fryer I,Eletrodomésticos,1210.71,3,0.2,2905.7,Recife,Pix,10261,False,2905.704
11268,2025-08-05 03:05:56,Air Fryer I,Eletrodomésticos,1210.71,2,0.2,1937.14,Salvador,Cartão de Crédito,10262,False,1937.1360000000002
11267,2025-08-05 07:20:03,Smartphone L,Eletrônicos,2719.35,2,0.12,4786.06,Recife,Cartão de Débito,10263,False,4786.056
11271,2025-08-05 07:59:18,Notebook H,Eletrônicos,2924.86,3,0.13,7633.88,Campinas,Pix,10264,False,7633.8846
11263,2025-08-05 08:57:22,Air Fryer C,Eletrodomésticos,1110.78,1,0.01,1099.67,Campinas,Boleto,10265,False,1099.6722
11266,2025-08-05 09:33:27,Mesa R,Móveis,1692.0,5,0.13,7360.2,Fortaleza,Pix,10266,False,7360.2
11280,2025-08-05 10:03:12,Mesa F,Móveis,1613.02,5,0.12,7097.29,Curitiba,Pix,10267,False,7097.2880000000005
11275,2025-08-05 10:25:19,Calça M,Eletrônicos,359.68,3,0.14,927.97,Curitiba,Cartão de Crédito,10268,False,927.9744
11281,2025-08-05 11:31:07,Tênis L,Moda,340.77,1,0.2,272.62,Recife,Cartão de Débito,10269,False,272.616
11276,2025-08-05 11:46:36,Cafeteira L,Eletrodomésticos,1181.22,4,0.03,4583.13,Belo Horizonte,Pix,10270,False,4583.1336
11262,2025-08-05 11:50:16,Camisa W,Moda,347.56,1,0.07,323.23,Rio De Janeiro,Cartão de Crédito,10271,False,323.2308
11278,2025-08-05 12:50:48,Tênis L,Moda,340.77,3,0.19,828.07,Recife,Cartão de Crédito,10272,False,828.0711
11282,2025-08-05 13:23:11,Smartphone P,Eletrônicos,3165.38,3,0.0,9496.14,Belo Horizonte,Cartão de Crédito,10273,False,9496.14
11273,2025-08-05 14:37:34,Cadeira D,Móveis,1723.34,1,0.1,1551.01,Campinas,Cartão de Débito,10274,False,1551.0059999999999
11270,2025-08-05 15:18:53,Monitor W,Eletrônicos,2892.83,4,0.15,9835.62,Brasília,Pix,10275,False,9835.622
11265,2025-08-05 15:35:16,Calça C,Moda,326.14,3,0.17,812.09,Brasília,Cartão de Crédito,10276,False,812.0885999999999
11264,2025-08-05 15:35:34,Cafeteira M,Eletrodomésticos,1122.24,2,0.1,2020.03,Fortaleza,Pix,10277,False,2020.0320000000002
11277,2025-08-05 15:37:39,Calça C,Moda,326.14,5,0.03,1581.78,São Paulo,Pix,10278,False,1581.7789999999998
11272,2026-01-15 10:00:00,Fone J,Eletrônicos,2617.74,4,0.2,8376.77,Porto Alegre,Pix,10279,False,8376.768
11279,2025-08-05 17:13:27,Cadeira O,Móveis,1701.19,2,0.16,2858.0,Curitiba,Cartão de Crédito,10280,False,2857.9992
11274,2025-08-05 17:39:52,Curso Online O,Educação,731.98,2,0.02,1434.68,Recife,Boleto,10281,False,1434.6808
11269,2025-08-05 17:52:29,Jaqueta J,Moda,323.03,2,0.1,581.45,Curitiba,Boleto,10282,False,581.454
11285,2025-08-06 10:10:50,Fone J,Eletrônicos,2617.74,3,0.08,7224.96,Campinas,Cartão de Crédito,10283,False,7224.962399999999
11287,2025-08-06 11:12:24,Cadeira O,Móveis,1701.19,4,0.11,6056.24,Goiânia,Pix,10284,False,6056.236400000001
11283,2025-08-06 11:21:53,Camisa U,Moda,337.22,3,0.04,971.19,São Paulo,Pix,10285,False,971.1936000000001
11295,2025-08-06 11:45:39,Cafeteira J,Eletrodomésticos,1092.74,1,0.11,972.54,Goiânia,Boleto,10286,False,972.5386
11289,2025-08-06 12:54:59,Calça M,Moda,359.68,3,0.07,1003.51,Recife,Pix,10287,False,1003.5071999999999
11293,2025-08-06 13:23:01,Notebook S,Eletrônicos,2936.46,1,0.13,2554.72,Recife,Cartão de Débito,10288,False,2554.7202
11291,2025-08-06 13:24:40,Smartphone P,Eletrônicos,3165.38,5,0.18,12978.06,Brasília,Boleto,10289,False,12978.058000000003
11292,2025-08-06 14:10:18,Cadeira O,Móveis,1701.19,1,0.08,1565.09,Salvador,Pix,10290,False,1565.0948
11294,2025-08-06 14:45:31,Mesa C,Móveis,1682.78,3,0.0,5048.34,Salvador,Cartão de Débito,10291,False,5048.34
11290,2025-08-06 16:06:07,Livro J,Livros,118.5,4,0.19,383.94,Goiânia,Cartão de Débito,10292,False,383.94
11284,2025-08-06 16:34:13,Curso Online L,Educação,649.58,1,0.17,539.15,Campinas,Boleto,10293,False,539.1514
11286,2025-08-06 16:57:03,Notebook S,Eletrônicos,2936.46,4,0.04,11276.01,Recife,Cartão de Crédito,10294,False,11276.0064
11296,2025-08-06 19:21:45,Calça C,Moda,326.14,5,0.02,1598.09,Curitiba,Cartão de Crédito,10295,False,1598.0859999999998
11288,2025-08-06 20:51:35,Notebook S,Eletrônicos,2936.46,4,0.05,11158.55,Porto Alegre,Pix,10296,False,11158.547999999999
11317,2025-08-07 00:14:21,Livro J,Livros,118.5,1,0.03,114.94,Curitiba,Boleto,10297,False,114.945
11297,2025-08-07 08:32:37,Fone C,Eletrônicos,1626.54,1,0.12,1431.36,Recife,Cartão de Crédito,10298,False,1431.3552
11304,2025-08-07 08:48:04,Mesa C,Móveis,1682.78,2,0.0,3365.56,São Paulo,Cartão de Débito,10299,False,3365.56
11319,2025-08-07 09:38:52,Air Fryer I,Eletrodomésticos,1210.71,3,0.04,3486.84,Curitiba,Boleto,10300,False,3486.8448
11312,2025-08-07 09:41:03,Livro F,Livros,123.97,4,0.03,481.0,Goiânia,Boleto,10301,False,481.0036
11298,2025-08-07 09:52:42,Tênis Y,Moda,341.81,4,0.13,1189.5,Belo Horizonte,Cartão de Crédito,10302,False,1189.4988
11300,2025-08-07 09:58:17,Tênis E,Moda,338.84,2,0.07,630.24,Florianópolis,Cartão de Débito,10303,False,630.2423999999999
11308,2025-08-07 10:04:03,Jaqueta F,Moda,367.85,3,0.04,1059.41,São Paulo,Cartão de Crédito,10304,False,1059.4080000000001
11318,2025-08-07 11:12:42,Mesa C,Móveis,1682.78,2,0.19,2726.1,Belo Horizonte,Cartão de Débito,10305,False,2726.1036
11302,2025-08-07 11:23:14,Air Fryer F,Eletrodomésticos,1139.4,5,0.19,4614.57,São Paulo,Boleto,10306,False,4614.570000000001
11316,2025-08-07 12:30:33,Smartphone P,Eletrônicos,3165.38,3,0.15,8071.72,Salvador,Cartão de Débito,10307,False,8071.718999999999
11314,2025-08-07 14:42:16,Mesa C,Móveis,1682.78,2,0.07,3129.97,Porto Alegre,Cartão de Débito,10308,False,3129.9707999999996
11306,2025-08-07 15:00:48,Jaqueta F,Moda,367.85,4,0.2,1177.12,Belo Horizonte,Cartão de Crédito,10309,False,1177.1200000000001
11309,2025-08-07 15:03:08,Mesa F,Móveis,1613.02,1,0.05,1532.37,Campinas,Cartão de Crédito,10310,False,1532.369
11303,2025-08-07 15:33:54,Cafeteira L,Eletrodomésticos,1181.22,4,0.06,4441.39,Brasília,Cartão de Débito,10311,False,4441.3872
11299,2025-08-07 15:41:16,Curso Online O,Educação,731.98,5,0.0,3659.9,Goiânia,Cartão de Crédito,10312,False,3659.9
11301,2025-08-07 17:15:01,Jaqueta J,Moda,323.03,5,0.14,1389.03,Curitiba,Pix,10313,False,1389.0289999999998
11311,2025-08-07 17:47:11,Curso Online B,Educação,706.69,4,0.03,2741.96,Florianópolis,Boleto,10315,False,2741.9572000000003
11313,2025-08-07 18:46:23,Monitor W,Eletrônicos,2892.83,5,0.18,11860.6,Porto Alegre,Cartão de Débito,10316,False,11860.603000000001
11310,2025-08-07 20:34:27,Cafeteira J,Eletrodomésticos,1092.74,5,0.14,4698.78,Brasília,Pix,10318,False,4698.782
11315,2025-08-07 22:27:28,Cadeira C,Móveis,1791.17,1,0.09,1629.96,Recife,Pix,10319,False,1629.9647000000002
11324,2025-08-08 02:24:30,Smartphone N,Eletrônicos,2795.97,5,0.18,11463.48,Fortaleza,Pix,10320,False,11463.476999999999
11323,2025-08-08 07:24:20,Tênis E,Moda,338.84,3,0.2,813.22,Belo Horizonte,Cartão de Débito,10321,False,813.216
11330,2025-08-08 08:08:08,Fone C,Eletrônicos,1626.54,1,0.08,1496.42,Belo Horizonte,Boleto,10322,False,1496.4168
11325,2025-08-08 09:37:19,Cadeira C,Móveis,1791.17,2,0.06,3367.4,Goiânia,Pix,10324,False,3367.3995999999997
11329,2025-08-08 10:44:28,Monitor Q,Eletrônicos,2776.1,4,0.13,9660.83,Brasília,Boleto,10325,False,9660.828
11333,2025-08-08 12:04:01,Fone J,Eletrônicos,2617.74,2,0.06,4921.35,Fortaleza,Boleto,10326,False,4921.351199999999
11320,2025-08-08 13:20:43,Camisa W,Moda,347.56,3,0.17,865.42,Recife,Cartão de Crédito,10327,False,865.4244
11331,2025-08-08 14:02:02,Smartphone L,Eletrônicos,2719.35,2,0.08,5003.6,Fortaleza,Cartão de Débito,10328,False,5003.604
11337,2025-08-08 15:04:39,Curso Online B,Educação,706.69,1,0.01,699.62,Brasília,Boleto,10329,False,699.6231
11328,2025-08-08 16:21:41,Livro A,Livros,124.86,1,0.16,104.88,Campinas,Boleto,10330,False,104.88239999999999
11335,2025-08-08 16:47:28,Cafeteira L,Eletrodomésticos,1181.22,5,0.02,5787.98,Rio De Janeiro,Pix,10331,False,5787.978
11321,2025-08-08 17:07:02,Air Fryer C,Eletrodomésticos,1110.78,4,0.03,4309.83,Recife,Boleto,10332,False,4309.8264
11336,2025-08-08 17:12:42,Calça K,Moda,355.99,4,0.18,1167.65,Fortaleza,Boleto,10333,False,1167.6472
11332,2025-08-08 17:30:30,Tênis L,Moda,340.77,4,0.07,1267.66,Recife,Cartão de Crédito,10334,False,1267.6644
11338,2025-08-08 17:47:20,Calça M,Moda,359.68,2,0.13,625.84,Brasília,Cartão de Crédito,10335,False,625.8432
11327,2025-08-08 20:05:04,Smartphone P,Eletrônicos,3165.38,5,0.1,14244.21,Belo Horizonte,Cartão de Débito,10336,False,14244.210000000001
11334,2025-08-08 20:50:04,Calça K,Moda,355.99,5,0.02,1744.35,Fortaleza,Boleto,10337,False,1744.351
11322,2025-08-08 20:58:52,Cadeira D,Móveis,1723.34,5,0.07,8013.53,Porto Alegre,Cartão de Crédito,10338,False,8013.530999999998
11326,2025-08-08 21:56:58,Camisa W,Moda,347.56,5,0.09,1581.4,Brasília,Pix,10339,False,1581.398
11345,2025-08-09 01:43:11,Camisa W,Moda,347.56,4,0.08,1279.02,Curitiba,Pix,10340,False,1279.0208
11342,2025-08-09 09:37:34,Livro F,Livros,123.97,5,0.09,564.06,Belo Horizonte,Cartão de Débito,10341,False,564.0635000000001
11357,2025-08-09 12:18:19,Cafeteira L,Eletrodomésticos,1181.22,1,0.09,1074.91,Brasília,Cartão de Crédito,10342,False,1074.9102
11350,2025-08-09 12:52:32,Camisa V,Moda,301.91,2,0.15,513.25,Fortaleza,Boleto,10343,False,513.2470000000001
11353,2025-08-09 13:52:37,Cadeira D,Móveis,1723.34,3,0.08,4756.42,Fortaleza,Cartão de Crédito,10344,False,4756.4184
11358,2025-08-09 13:53:38,Livro A,Livros,124.86,1,0.15,106.13,Recife,Cartão de Débito,10345,False,106.131
11360,2025-08-09 14:39:42,Curso Online L,Educação,649.58,2,0.04,1247.19,Porto Alegre,Boleto,10346,False,1247.1936
11352,2025-08-09 14:51:50,Calça K,Moda,355.99,5,0.05,1690.95,Fortaleza,Pix,10347,False,1690.9524999999999
11340,2025-08-09 14:56:38,Smartphone N,Eletrônicos,2795.97,4,0.17,9282.62,Florianópolis,Cartão de Crédito,10348,False,9282.6204
11354,2025-08-09 15:26:18,Notebook S,Eletrônicos,2936.46,3,0.1,7928.44,Belo Horizonte,Pix,10349,False,7928.442000000001
11341,2025-08-09 15:41:29,Monitor R,Eletrônicos,2873.03,1,0.05,2729.38,Salvador,Cartão de Débito,10350,False,2729.3785000000003
11351,2025-08-09 15:56:02,Notebook H,Eletrônicos,2924.86,4,0.16,9827.53,Salvador,Boleto,10351,False,9827.5296
11346,2025-08-09 16:47:58,Fone J,Eletrônicos,2617.74,4,0.09,9528.57,Rio De Janeiro,Cartão de Débito,10352,False,9528.5736
11356,2025-08-09 17:57:21,Air Fryer I,Eletrodomésticos,1210.71,1,0.03,1174.39,Salvador,Cartão de Débito,10353,False,1174.3887
11359,2025-08-09 18:02:45,Calça C,Moda,326.14,2,0.15,554.44,Fortaleza,Pix,10354,False,554.438
11347,2025-08-09 18:21:39,Calça K,Moda,355.99,1,0.2,284.79,Porto Alegre,Boleto,10355,False,284.79200000000003
11343,2025-08-09 18:29:45,Mesa F,Móveis,1613.02,3,0.07,4500.33,Campinas,Pix,10356,False,4500.3258
11355,2025-08-09 18:49:48,Curso Online B,Educação,706.69,4,0.04,2713.69,Fortaleza,Pix,10357,False,2713.6896
11344,2025-08-09 19:31:01,Camisa V,Moda,301.91,3,0.09,824.21,Brasília,Boleto,10358,False,824.2143000000001
11348,2025-08-09 20:09:49,Cadeira C,Móveis,1791.17,5,0.16,7522.91,Goiânia,Cartão de Crédito,10359,False,7522.914
11349,2025-08-09 20:43:20,Calça K,Moda,355.99,4,0.13,1238.85,Porto Alegre,Pix,10360,False,1238.8452
11373,2025-08-10 09:10:26,Notebook S,Eletrônicos,2936.46,3,0.11,7840.35,Brasília,Boleto,10361,False,7840.348200000001
11368,2025-08-10 09:21:08,Jaqueta F,Moda,367.85,5,0.1,1655.32,Brasília,Pix,10362,False,1655.325
11370,2025-08-10 10:38:40,Air Fryer F,Eletrodomésticos,1139.4,3,0.1,3076.38,Rio De Janeiro,Cartão de Crédito,10363,False,3076.38
11377,2025-08-10 10:46:27,Fone C,Eletrônicos,1626.54,1,0.2,1301.23,Brasília,Boleto,10364,False,1301.232
11381,2025-08-10 11:25:55,Livro A,Livros,124.86,1,0.13,108.63,Fortaleza,Cartão de Débito,10365,False,108.62819999999999
11365,2025-08-10 12:29:08,Calça M,Moda,359.68,2,0.11,640.23,Campinas,Boleto,10366,False,640.2304
11367,2025-08-10 12:48:31,Monitor Q,Eletrônicos,2776.1,1,0.15,2359.68,Campinas,Boleto,10367,False,2359.685
11376,2025-08-10 13:22:19,Mesa F,Móveis,1613.02,3,0.2,3871.25,Curitiba,Cartão de Débito,10368,False,3871.2479999999996
11371,2025-08-10 14:47:35,Jaqueta F,Moda,367.85,5,0.03,1784.07,Fortaleza,Boleto,10369,False,1784.0725
11361,2025-08-10 15:19:38,Jaqueta J,Moda,323.03,5,0.09,1469.79,São Paulo,Cartão de Crédito,10370,False,1469.7865
11374,2025-08-10 15:33:54,Air Fryer I,Eletrodomésticos,1210.71,3,0.09,3305.24,Belo Horizonte,Pix,10371,False,3305.2383000000004
11372,2025-08-10 15:42:56,Air Fryer F,Eletrodomésticos,1139.4,4,0.14,3919.54,Brasília,Cartão de Crédito,10372,False,3919.536
11363,2025-08-10 16:11:44,Mesa F,Móveis,1613.02,1,0.09,1467.85,Rio De Janeiro,Cartão de Crédito,10373,False,1467.8482000000001
11362,2025-08-10 16:30:03,Tênis E,Moda,338.84,5,0.14,1457.01,Goiânia,Cartão de Crédito,10374,False,1457.0119999999997
