ID da Venda,Data da Venda,Produto,Categoria,Preço Unitário,Quantidade Vendida,Desconto,Valor Total,Localização,Forma de Pagamento,id_registro,flag_quantidade_invalida
11496,2025-08-17 16:06:22,Smartphone P,Eletrônicos,3165.38,2,0.07,5887.61,Salvador,Boleto,10506,False
11495,2025-08-17 16:53:47,Smartphone N,Eletrônicos,2795.97,1,0.18,2292.7,Florianópolis,Pix,10507,False
11503,2025-08-17 18:59:24,Jaqueta J,Moda,323.03,3,0.03,940.02,Goiânia,Boleto,10508,False
11499,2025-08-17 19:08:21,Curso Online L,Educação,649.58,2,0.02,1273.18,Recife,Cartão de Crédito,10509,False
11502,2025-08-17 19:46:00,Cadeira D,Móveis,1723.34,3,0.09,4704.72,Porto Alegre,Pix,10510,False
11516,2025-08-18 05:19:58,Livro J,Livros,118.5,5,0.11,527.33,Curitiba,Boleto,10511,False
11530,2025-08-18 07:18:56,Curso Online L,Educação,649.58,3,0.01,1929.25,Curitiba,Cartão de Crédito,10512,False
11515,2025-08-18 08:15:07,Tênis Y,Moda,341.81,5,0.06,1606.51,Florianópolis,Cartão de Débito,10513,False
11513,2025-08-18 11:05:13,Camisa U,Moda,337.22,5,0.01,1669.24,Belo Horizonte,Boleto,10514,False
11519,2025-08-18 12:10:46,Cafeteira M,Eletrodomésticos,1122.24,4,0.15,3815.62,Porto Alegre,Cartão de Crédito,10515,False
11520,2025-08-18 12:46:31,Notebook H,Eletrônicos,2924.86,1,0.06,2749.37,Campinas,Cartão de Crédito,10516,False
11511,2025-08-18 14:45:14,Notebook Y,Eletrônicos,2957.81,6,0.03,5738.15,Rio De Janeiro,Pix,10517,False
11512,2025-08-18 16:13:48,Air Fryer C,Eletrodomésticos,1110.78,4,0.14,3821.08,Florianópolis,Cartão de Débito,10518,False
11521,2025-08-18 16:14:17,Fone X,Eletrônicos,2957.24,1,0.16,2484.08,Fortaleza,Pix,10519,False
9484,2025-08-18 16:24:12,Notebook H,Eletrônicos,2924.86,4,0.17,9710.54,Belo Horizonte,Cartão de Débito,10520,False
11518,2025-08-18 17:05:59,Smartphone N,Eletrônicos,2795.97,1,0.03,2712.09,Florianópolis,Pix,10521,False
11514,2025-08-18 17:34:19,Jaqueta J,Moda,323.03,2,0.04,620.22,São Paulo,Boleto,10522,False
11526,2025-08-18 19:00:10,Air Fryer C,Eletrodomésticos,1110.78,1,0.07,1033.03,Fortaleza,Boleto,10523,False
11528,2025-08-18 19:05:18,Livro A,Livros,124.86,3,0.19,303.41,Florianópolis,Pix,10524,False
9484,2025-08-18 19:51:00,Monitor W,Eletrônicos,2892.83,3,0.08,7984.21,Recife,Cartão de Débito,10525,False
11523,2025-08-18 20:26:38,Smartphone N,Eletrônicos,2795.97,1,0.18,2292.7,São Paulo,Pix,10526,False
11527,2025-08-18 21:25:49,Cafeteira M,Eletrodomésticos,1122.24,4,0.09,4084.95,Campinas,Boleto,10527,False
11529,2025-08-18 21:41:43,Cafeteira J,Eletrodomésticos,1092.74,5,0.15,4644.14,Porto Alegre,Boleto,10528,False
11517,2025-08-18 21:42:44,Cafeteira J,Eletrodomésticos,1092.74,4,0.07,4064.99,Belo Horizonte,Pix,10529,False
11524,2025-08-18 22:41:26,Fone X,Eletrônicos,2957.24,2,0.16,4968.16,Goiânia,Boleto,10530,False
11544,2025-08-19 01:32:27,Camisa U,Moda,337.22,4,0.01,1335.39,Salvador,Cartão de Crédito,10531,False
11535,2025-08-19 08:01:51,Air Fryer I,Eletrodomésticos,1210.71,2,0.0,2421.42,Florianópolis,Cartão de Crédito,10532,False
11537,2025-08-19 12:19:23,Smartphone L,Eletrônicos,2719.35,5,0.04,13052.88,Salvador,Cartão de Crédito,10533,False
11538,2025-08-19 12:23:34,Livro J,Livros,118.5,2,0.1,213.3,Porto Alegre,Pix,10534,False
11540,2025-08-19 12:40:29,Air Fryer F,Eletrodomésticos,1139.4,2,0.1,2050.92,Salvador,Pix,10535,False
11541,2025-08-19 13:52:41,Mesa C,Móveis,1682.78,2,0.19,2726.1,Recife,Boleto,10536,False
11539,2025-08-19 14:04:02,Monitor R,Eletrônicos,2873.03,3,0.18,7067.65,Curitiba,Boleto,10537,False
11534,2025-08-19 14:19:51,Air Fryer C,Eletrodomésticos,1110.78,4,0.12,3909.95,Goiânia,Boleto,10538,False
11531,2025-08-19 14:45:59,Monitor W,Eletrônicos,2892.83,5,0.06,13596.3,Brasília,Pix,10539,False
11543,2025-08-19 15:59:43,Monitor Q,Eletrônicos,2776.1,5,0.0,13880.5,Fortaleza,Cartão de Crédito,10540,False
11532,2025-08-19 16:26:18,Cafeteira M,Eletrodomésticos,1122.24,3,0.03,3265.72,Rio De Janeiro,Boleto,10541,False
11533,2025-08-19 16:27:15,Cafeteira J,Eletrodomésticos,1092.74,4,0.14,3759.03,Campinas,Cartão de Débito,10542,False
11536,2025-08-19 20:48:27,Calça K,Moda,355.99,5,0.15,1512.96,Florianópolis,Cartão de Débito,10543,False
11542,2025-08-19 22:06:02,Air Fryer I,Eletrodomésticos,1210.71,5,0.15,5145.52,Belo Horizonte,Boleto,10544,False
11550,2025-08-20 09:02:53,Smartphone P,Eletrônicos,3165.38,2,0.2,5064.61,Belo Horizonte,Boleto,10545,False
11548,2025-08-20 09:22:07,Fone X,Eletrônicos,2957.24,5,0.0,14786.2,Goiânia,Cartão de Crédito,10546,False
11547,2025-08-20 12:16:54,Livro J,Livros,118.5,1,0.2,94.8,Campinas,Cartão de Crédito,10547,False
11555,2025-08-20 12:39:11,Livro F,Livros,123.97,3,0.09,338.44,Salvador,Boleto,10548,False
9484,2025-08-20 12:42:07,Curso Online L,Educação,649.58,1,0.08,597.61,Porto Alegre,Pix,10549,False
11553,2025-08-20 13:45:15,Monitor Q,Eletrônicos,2776.1,4,0.06,10438.14,Porto Alegre,Pix,10550,False
11554,2025-08-20 14:34:54,Fone X,Eletrônicos,2957.24,5,0.09,13455.44,São Paulo,Boleto,10551,False
11552,2025-08-20 15:10:16,Fone X,Eletrônicos,2957.24,4,0.11,10527.77,Brasília,Boleto,10552,False
11551,2025-08-20 18:25:08,Camisa W,Moda,347.56,2,0.1,625.61,Brasília,Pix,10553,False
11556,2025-08-20 18:46:36,Monitor Q,Eletrônicos,2776.1,2,0.06,5219.07,Brasília,Boleto,10554,False
11546,2025-08-20 18:49:58,Jaqueta J,Moda,323.03,5,0.08,1485.94,São Paulo,Boleto,10555,False
11549,2025-08-20 19:45:05,Mesa C,Móveis,1682.78,5,0.0,8413.9,Belo Horizonte,Boleto,10556,False
11557,2025-08-21 00:11:20,Jaqueta F,Moda,367.85,-1,0.15,1563.36,Fortaleza,Cartão de Débito,10557,True
11562,2025-08-21 01:34:36,Livro A,Livros,124.86,5,0.13,543.14,Porto Alegre,Cartão de Débito,10558,False
11564,2025-08-21 05:03:46,Mesa C,Móveis,1682.78,5,0.09,7656.65,Recife,Cartão de Débito,10559,False
11572,2025-08-21 06:44:11,Camisa U,Moda,337.22,5,0.08,1551.21,Brasília,Cartão de Débito,10560,False
11566,2025-08-21 07:55:25,Monitor W,Eletrônicos,2892.83,2,0.15,4917.81,Porto Alegre,Boleto,10561,False
11559,2025-08-21 09:54:33,Calça C,Moda,326.14,-1,0.06,613.14,Goiânia,Pix,10562,True
11563,2025-08-21 10:14:02,Monitor Q,Eletrônicos,2776.1,2,0.11,4941.46,Goiânia,Cartão de Débito,10563,False
11573,2025-08-21 10:15:21,Fone X,Eletrônicos,2957.24,4,0.04,11355.8,Rio De Janeiro,Pix,10564,False
11561,2025-08-21 12:31:35,Cafeteira M,Eletrodomésticos,1122.24,1,0.15,953.9,Rio De Janeiro,Cartão de Débito,10565,False
11571,2025-08-21 14:30:02,Calça C,Moda,326.14,5,0.17,1353.48,Belo Horizonte,Cartão de Débito,10566,False
11570,2025-08-21 14:35:48,Livro A,Livros,124.86,-1,0.01,123.61,Recife,Cartão de Débito,10567,True
11569,2025-08-21 15:59:32,Curso Online O,Educação,731.98,3,0.03,2130.06,Campinas,Boleto,10568,False
11568,2025-08-21 16:42:56,Calça K,Moda,355.99,3,0.03,1035.93,Belo Horizonte,Boleto,10569,False
11560,2025-08-21 17:10:57,Camisa W,Moda,347.56,1,0.07,323.23,Recife,Boleto,10570,False
11565,2025-08-21 18:53:04,Curso Online O,Educação,731.98,1,0.01,724.66,Salvador,Cartão de Crédito,10571,False
11567,2025-08-21 20:11:11,Air Fryer I,Eletrônicos,1210.71,3,0.08,3341.56,Florianópolis,Cartão de Débito,10572,False
11558,2025-08-21 21:06:33,Notebook H,Eletrônicos,2924.86,2,0.17,4855.27,Belo Horizonte,Cartão de Débito,10573,False
11592,2025-08-22 08:46:49,Camisa W,Moda,347.56,1,0.13,302.38,Belo Horizonte,Pix,10574,False
11578,2025-08-22 09:46:19,Smartphone N,Eletrônicos,2795.97,1,0.11,2488.41,Goiânia,Pix,10575,False
11588,2025-08-22 09:49:19,Smartphone N,Eletrônicos,2795.97,4,0.17,9282.62,Fortaleza,Cartão de Crédito,10576,False
11579,2025-08-22 11:05:40,Jaqueta F,Moda,367.85,5,0.05,1747.29,Campinas,Boleto,10577,False
11590,2025-08-22 11:09:13,Notebook H,Eletrônicos,2924.86,4,0.03,11348.46,Porto Alegre,Cartão de Débito,10578,False
11581,2025-08-22 11:30:37,Smartphone L,Eletrônicos,2719.35,4,0.16,9137.02,Curitiba,Cartão de Crédito,10579,False
11594,2025-08-22 11:34:13,Smartphone L,Eletrônicos,2719.35,2,0.08,5003.6,Fortaleza,Cartão de Crédito,10580,False
11584,2025-08-22 11:56:01,Livro A,Livros,124.86,3,0.17,310.9,Curitiba,Cartão de Débito,10581,False
11576,2025-08-22 12:10:51,Livro F,Livros,123.97,2,0.07,230.58,Fortaleza,Cartão de Crédito,10582,False
11577,2025-08-22 12:18:33,Jaqueta F,Moda,367.85,2,0.12,647.42,Campinas,Pix,10583,False
11575,2025-08-22 12:29:22,Calça M,Moda,359.68,4,0.04,1381.17,Florianópolis,Cartão de Débito,10584,False
11585,2025-08-22 12:30:48,Monitor R,Eletrônicos,2873.03,2,0.16,4826.69,Rio De Janeiro,Pix,10585,False
11574,2025-08-22 14:20:44,Tênis E,Moda,338.84,5,0.18,1389.24,Goiânia,Cartão de Débito,10586,False
11591,2025-08-22 15:42:02,Cafeteira M,Eletrodomésticos,1122.24,5,0.06,5274.53,Brasília,Cartão de Crédito,10587,False
11582,2025-08-22 16:53:52,Camisa W,Moda,347.56,1,0.13,302.38,Belo Horizonte,Cartão de Débito,10588,False
11583,2025-08-22 18:06:33,Air Fryer I,Eletrodomésticos,1210.71,5,0.14,5206.05,Goiânia,Cartão de Crédito,10589,False
11586,2025-08-22 18:07:11,Cafeteira M,Eletrodomésticos,1122.24,2,0.1,2020.03,Brasília,Pix,10590,False
11587,2025-08-22 20:33:54,Cafeteira M,Eletrodomésticos,1122.24,1,0.06,1054.91,Florianópolis,Cartão de Crédito,10591,False
11580,2025-08-22 20:59:08,Notebook S,Eletrônicos,2936.46,4,0.18,9631.59,Rio De Janeiro,Cartão de Débito,10592,False
11589,2025-08-22 21:36:12,Calça K,Moda,355.99,3,0.04,1025.25,Florianópolis,Cartão de Débito,10593,False
11593,2025-08-22 23:44:34,Mesa F,Móveis,1613.02,3,0.16,4064.81,São Paulo,Boleto,10594,False
11601,2025-08-23 08:07:40,Air Fryer I,Eletrodomésticos,1210.71,2,0.18,1985.56,Brasília,Boleto,10595,False
11599,2025-08-23 08:22:24,Monitor Q,Eletrônicos,2776.1,3,0.02,8161.73,Recife,Boleto,10596,False
11609,2025-08-23 09:26:32,Curso Online L,Educação,649.58,3,0.17,1617.45,Florianópolis,Cartão de Crédito,10597,False
11614,2025-08-23 10:34:07,Smartphone L,Eletrônicos,2719.35,2,0.17,4514.12,Curitiba,Cartão de Crédito,10598,False
11608,2025-08-23 11:18:47,Curso Online O,Educação,731.98,3,0.17,1822.63,Brasília,Cartão de Débito,10599,False
11611,2025-08-23 12:11:51,Livro A,Livros,124.86,2,0.13,217.26,Belo Horizonte,Pix,10600,False
11603,2025-08-23 12:27:31,Notebook H,Eletrônicos,2924.86,2,0.09,5323.25,Porto Alegre,Pix,10601,False
11604,2025-08-23 12:28:11,Notebook S,Eletrônicos,2936.46,4,0.06,11041.09,Curitiba,Boleto,10602,False
11595,2025-08-23 12:33:53,Livro J,Livros,118.5,6,0.08,109.02,Curitiba,Pix,10603,False
11596,2025-08-23 12:34:23,Cadeira O,Móveis,1701.19,1,0.08,1565.09,Porto Alegre,Cartão de Débito,10604,False
11617,2025-08-23 14:03:12,Fone X,Eletrônicos,2957.24,1,0.05,2809.38,Campinas,Cartão de Crédito,10605,False
11598,2025-08-23 14:06:42,Tênis Y,Moda,341.81,1,0.12,300.79,Belo Horizonte,Cartão de Débito,10606,False
11605,2025-08-23 15:00:23,Tênis L,Moda,340.77,2,0.06,640.65,São Paulo,Cartão de Crédito,10607,False
11606,2025-08-23 15:48:20,Mesa C,Móveis,1682.78,5,0.01,8329.76,Brasília,Cartão de Débito,10608,False
11607,2025-08-23 16:49:32,Cafeteira J,Eletrodomésticos,1092.74,1,0.04,1049.03,Rio De Janeiro,Boleto,10609,False
11616,2025-08-23 16:52:32,Mesa C,Móveis,1682.78,3,0.12,4442.54,Fortaleza,Cartão de Crédito,10610,False
11602,2025-08-23 16:55:54,Calça K,Moda,355.99,3,0.15,907.77,Recife,Cartão de Crédito,10611,False
11612,2025-08-23 17:11:03,Air Fryer I,Eletrodomésticos,1210.71,4,0.08,4455.41,Brasília,Cartão de Crédito,10612,False
11600,2025-08-23 17:16:52,Notebook S,Eletrônicos,2936.46,1,0.16,2466.63,Porto Alegre,Cartão de Débito,10613,False
11615,2025-08-23 17:41:59,Notebook S,Eletrônicos,2936.46,5,0.04,14095.01,Goiânia,Boleto,10614,False
11610,2025-08-23 17:47:16,Camisa U,Moda,337.22,3,0.12,890.26,Goiânia,Cartão de Crédito,10615,False
11613,2025-08-23 18:15:08,Calça C,Moda,326.14,4,0.15,1108.88,Brasília,Pix,10616,False
11597,2025-08-23 18:46:34,Cadeira O,Móveis,1701.19,2,0.11,3028.12,Recife,Cartão de Crédito,10617,False
11624,2025-08-24 07:13:47,Monitor Q,Eletrônicos,2776.1,5,0.14,11937.23,Campinas,Pix,10618,False
11630,2025-08-24 08:14:25,Monitor W,Eletrônicos,2892.83,5,0.14,12439.17,Fortaleza,Cartão de Débito,10619,False
11625,2025-08-24 09:54:04,Camisa W,Moda,347.56,3,0.11,927.99,Fortaleza,Pix,10620,False
11622,2025-08-24 12:08:49,Monitor R,Eletrônicos,2873.03,4,0.07,10687.67,Campinas,Cartão de Débito,10621,False
11620,2025-08-24 12:25:05,Livro J,Livros,118.5,4,0.01,469.26,Fortaleza,Cartão de Crédito,10622,False
11627,2025-08-24 12:47:52,Smartphone N,Eletrônicos,2795.97,4,0.12,9841.81,Fortaleza,Cartão de Débito,10623,False
11628,2025-08-24 12:52:04,Livro J,Livros,118.5,5,0.16,497.7,Recife,Pix,10624,False
11618,2025-08-24 13:26:17,Curso Online O,Educação,731.98,5,0.1,3293.91,Fortaleza,Boleto,10625,False
11626,2025-08-24 14:00:31,Cafeteira J,Eletrodomésticos,1092.74,3,0.04,3147.09,Belo Horizonte,Pix,10626,False
11621,2025-08-24 16:26:31,Camisa W,Moda,347.56,3,0.18,855.0,Campinas,Pix,10627,False
11619,2025-08-24 18:12:46,Livro F,Livros,123.97,4,0.13,431.42,Florianópolis,Cartão de Débito,10628,False
11623,2025-08-24 19:26:40,Smartphone N,Eletrônicos,2795.97,4,0.06,10512.85,São Paulo,Cartão de Crédito,10629,False
11629,2025-08-24 20:02:31,Air Fryer I,Eletrodomésticos,1210.71,1,0.03,1174.39,São Paulo,Cartão de Débito,10630,False
11647,2025-08-25 04:38:25,Livro A,Livros,124.86,3,0.06,352.11,Salvador,Pix,10631,False
11633,2025-08-25 06:42:26,Camisa W,Moda,347.56,2,0.18,570.0,Porto Alegre,Pix,10632,False
11650,2025-08-25 07:17:40,Smartphone P,Eletrônicos,3165.38,2,0.0,6330.76,Salvador,Cartão de Crédito,10633,False
11644,2025-08-25 11:07:32,Cadeira O,Móveis,1701.19,1,0.06,1599.12,Belo Horizonte,Cartão de Crédito,10634,False
11645,2025-08-25 12:55:37,Cafeteira J,Eletrodomésticos,1092.74,6,0.15,1857.66,Belo Horizonte,Pix,10635,False
11639,2025-08-25 13:11:09,Tênis E,Moda,338.84,1,0.19,274.46,Belo Horizonte,Cartão de Crédito,10636,False
11640,2025-08-25 13:18:43,Jaqueta J,Moda,323.03,5,0.16,1356.73,Campinas,Boleto,10637,False
11643,2025-08-25 13:46:55,Mesa R,Móveis,1692.0,3,0.11,4517.64,Campinas,Cartão de Débito,10638,False
11636,2025-08-25 14:08:10,Air Fryer I,Eletrodomésticos,1210.71,5,0.04,5811.41,Curitiba,Pix,10639,False
11646,2025-08-25 15:32:27,Livro A,Livros,124.86,3,0.12,329.63,Brasília,Boleto,10640,False
11642,2026-01-15 10:00:00,Tênis E,Moda,338.84,5,0.08,1558.66,Porto Alegre,Pix,10641,False
11637,2025-08-25 16:53:11,Calça C,Moda,326.14,3,0.12,861.01,Curitiba,Cartão de Crédito,10642,False
11648,2025-08-25 17:35:54,Livro A,Livros,124.86,3,0.07,348.36,Porto Alegre,Boleto,10643,False
11632,2025-08-25 17:42:51,Cadeira C,Móveis,1791.17,3,0.17,4460.01,Curitiba,Cartão de Débito,10644,False
11634,2025-08-25 17:49:14,Smartphone N,Eletrônicos,2795.97,3,0.2,6710.33,Belo Horizonte,Cartão de Débito,10645,False
11649,2025-08-25 17:55:45,Mesa C,Móveis,1682.78,1,0.11,1497.67,Fortaleza,Boleto,10646,False
11641,2025-08-25 18:05:22,Smartphone L,Eletrônicos,2719.35,2,0.15,4622.89,Curitiba,Cartão de Débito,10647,False
11635,2025-08-25 19:20:42,Jaqueta J,Eletrônicos,323.03,3,0.13,843.11,Florianópolis,Boleto,10648,False
11631,2025-08-25 20:14:07,Smartphone P,Eletrônicos,3165.38,5,0.06,14877.29,Salvador,Cartão de Crédito,10649,False
11638,2025-08-25 20:43:24,Smartphone L,Eletrônicos,2719.35,5,0.09,12373.04,Curitiba,Boleto,10650,False
11663,2025-08-26 01:16:44,Mesa R,Móveis,1692.0,4,0.2,5414.4,Rio De Janeiro,Pix,10651,False
11670,2025-08-26 09:18:13,Mesa F,Móveis,1613.02,2,0.11,2871.18,Rio De Janeiro,Pix,10652,False
11652,2025-08-26 09:53:24,Monitor W,Eletrônicos,2892.83,3,0.01,8591.71,São Paulo,Pix,10653,False
11657,2025-08-26 10:24:47,Cadeira C,Móveis,1791.17,4,0.15,6089.98,Curitiba,Cartão de Crédito,10654,False
11672,2025-08-26 11:21:47,Air Fryer I,Eletrodomésticos,1210.71,5,0.16,5084.98,Curitiba,Cartão de Crédito,10655,False
11664,2025-08-26 12:04:58,Livro F,Livros,123.97,4,0.08,456.21,São Paulo,Cartão de Crédito,10656,False
11662,2025-08-26 12:36:47,Calça C,Moda,326.14,2,0.07,606.62,São Paulo,Cartão de Débito,10657,False
11669,2025-08-26 13:21:40,Smartphone P,Eletrônicos,3165.38,5,0.07,14719.02,Recife,Boleto,10658,False
11658,2025-08-26 13:43:39,Jaqueta J,Moda,323.03,5,0.01,1599.0,Florianópolis,Pix,10659,False
11661,2025-08-26 13:44:40,Jaqueta F,Moda,367.85,3,0.16,926.98,São Paulo,Boleto,10660,False
11656,2025-08-26 14:07:34,Livro J,Livros,118.5,1,0.2,94.8,Porto Alegre,Boleto,10661,False
11654,2025-08-26 16:30:16,Cafeteira M,Eletrodomésticos,1122.24,2,0.15,1907.81,Brasília,Boleto,10662,False
11651,2025-08-26 16:33:01,Jaqueta F,Moda,367.85,1,0.01,364.17,Curitiba,Pix,10663,False
11668,2025-08-26 17:00:27,Fone C,Eletrônicos,1626.54,5,0.11,7238.1,São Paulo,Boleto,10664,False
11655,2025-08-26 17:03:10,Cafeteira J,Eletrodomésticos,1092.74,1,0.08,1005.32,Porto Alegre,Boleto,10665,False
11665,2025-08-26 17:42:50,Calça K,Moda,355.99,5,0.04,1708.75,Brasília,Pix,10666,False
11660,2025-08-26 17:56:26,Monitor Q,Eletrônicos,2776.1,5,0.19,11243.2,Rio De Janeiro,Cartão de Crédito,10667,False
11671,2025-08-26 18:42:39,Livro A,Livros,124.86,5,0.2,499.44,São Paulo,Boleto,10668,False
11653,2025-08-26 19:04:03,Livro J,Livros,118.5,5,0.16,497.7,Brasília,Pix,10669,False
11667,2025-08-26 19:34:18,Monitor Q,Eletrônicos,2776.1,2,0.04,5330.11,Salvador,Pix,10670,False
11666,2025-08-26 20:12:14,Cafeteira J,Eletrodomésticos,1092.74,5,0.16,4589.51,Recife,Cartão de Crédito,10671,False
11659,2025-08-26 21:16:50,Smartphone P,Eletrônicos,3165.38,1,0.2,2532.3,Goiânia,Cartão de Débito,10672,False
11683,2025-08-27 07:41:08,Fone X,Eletrônicos,2957.24,1,0.14,2543.23,Brasília,Pix,10673,False
11693,2025-08-27 08:24:28,Air Fryer C,Eletrodomésticos,1110.78,4,0.1,3998.81,Florianópolis,Boleto,10674,False
11679,2025-08-27 09:32:09,Fone C,Eletrônicos,1626.54,0,0.18,1333.76,São Paulo,Cartão de Crédito,10675,True
11681,2025-08-27 10:15:17,Air Fryer I,Eletrodomésticos,1210.71,4,0.17,4019.56,Salvador,Cartão de Crédito,10676,False
11686,2025-08-27 11:18:45,Curso Online O,Educação,731.98,2,0.14,1259.01,Salvador,Pix,10677,False
11684,2025-08-27 11:20:02,Mesa R,Móveis,1692.0,1,0.2,1353.6,Recife,Pix,10678,False
11680,2025-08-27 13:03:52,Cadeira O,Móveis,1701.19,0,0.18,5579.9,Porto Alegre,Cartão de Crédito,10679,True
11676,2025-08-27 13:31:17,Fone C,Eletrônicos,1626.54,1,0.19,1317.5,São Paulo,Cartão de Débito,10680,False
11674,2025-08-27 13:33:30,Jaqueta P,Moda,346.61,4,0.01,1372.58,Porto Alegre,Cartão de Crédito,10681,False
11688,2025-08-27 13:57:13,Jaqueta F,Moda,367.85,0,0.09,1338.97,Salvador,Cartão de Débito,10682,True
11689,2025-08-27 14:30:48,Air Fryer I,Eletrodomésticos,1210.71,1,0.17,1004.89,São Paulo,Boleto,10683,False
11691,2025-08-27 14:36:06,Mesa C,Móveis,1682.78,5,0.01,8329.76,Salvador,Boleto,10684,False
11697,2025-08-27 14:50:07,Camisa U,Moda,337.22,1,0.14,290.01,Brasília,Pix,10685,False
11677,2025-08-27 15:01:18,Air Fryer C,Eletrodomésticos,1110.78,2,0.13,1932.76,São Paulo,Cartão de Crédito,10686,False
11695,2025-08-27 16:01:39,Jaqueta P,Eletrodomésticos,346.61,2,0.15,589.24,Salvador,Cartão de Crédito,10687,False
11673,2025-08-27 16:09:26,Fone C,Eletrônicos,1626.54,1,0.0,1626.54,São Paulo,Cartão de Débito,10688,False
11675,2025-08-27 16:30:12,Tênis E,Moda,338.84,1,0.03,328.67,Porto Alegre,Pix,10689,False
11687,2025-08-27 16:31:51,Camisa W,Moda,347.56,3,0.08,959.27,Campinas,Boleto,10690,False
11690,2025-08-27 16:32:38,Monitor R,Eletrônicos,2873.03,3,0.07,8015.75,Rio De Janeiro,Pix,10691,False
11682,2025-08-27 16:38:03,Cadeira O,Móveis,1701.19,3,0.08,4695.28,Goiânia,Pix,10692,False
11696,2025-08-27 17:01:40,Monitor W,Eletrônicos,2892.83,2,0.1,5207.09,Fortaleza,Pix,10693,False
11694,2025-08-27 17:09:53,Monitor Q,Eletrônicos,2776.1,1,0.2,2220.88,São Paulo,Boleto,10694,False
11685,2025-08-27 17:22:37,Mesa R,Móveis,1692.0,2,0.01,3350.16,Rio De Janeiro,Cartão de Crédito,10695,False
11678,2025-08-27 18:26:35,Smartphone N,Eletrônicos,2795.97,5,0.11,12442.07,Porto Alegre,Boleto,10696,False
11692,2025-08-27 20:28:27,Mesa F,Móveis,1613.02,0,0.1,5806.87,Belo Horizonte,Pix,10697,True
11717,2025-08-28 04:56:57,Camisa U,Moda,337.22,5,0.07,1568.07,Florianópolis,Pix,10698,False
11710,2025-08-28 10:24:32,Notebook S,Eletrônicos,2936.46,4,0.08,10806.17,Goiânia,Cartão de Crédito,10699,False
11702,2025-08-28 10:55:31,Notebook H,Roupas,2924.86,1,0.06,2749.37,Campinas,Cartão de Débito,10700,False
11714,2025-08-28 10:58:51,Jaqueta J,Moda,323.03,3,0.07,901.25,São Paulo,Boleto,10701,False
11701,2025-08-28 11:02:01,Air Fryer I,Eletrodomésticos,1210.71,3,0.09,3305.24,Rio De Janeiro,Cartão de Crédito,10702,False
11716,2025-08-28 11:38:08,Smartphone P,Eletrônicos,3165.38,0,0.03,3070.42,Salvador,Boleto,10703,True
11703,2025-08-28 12:33:50,Smartphone N,Eletrônicos,2795.97,2,0.2,4473.55,Porto Alegre,Cartão de Crédito,10704,False
11707,2025-08-28 12:54:18,Fone J,Eletrônicos,2617.74,5,0.05,12434.26,Goiânia,Pix,10705,False
11700,2025-08-28 13:03:41,Curso Online B,Educação,706.69,1,0.16,593.62,Recife,Cartão de Crédito,10706,False
11704,2025-08-28 13:08:57,Cafeteira M,Eletrodomésticos,1122.24,2,0.08,2064.92,Curitiba,Cartão de Crédito,10707,False
11711,2025-08-28 13:49:27,Notebook Y,Eletrônicos,2957.81,1,0.18,2425.4,Salvador,Cartão de Crédito,10708,False
11712,2025-08-28 14:19:33,Curso Online B,Educação,706.69,5,0.01,3498.12,Rio De Janeiro,Pix,10709,False
11719,2025-08-28 14:31:40,Cadeira D,Móveis,1723.34,4,0.01,6824.43,Goiânia,Cartão de Crédito,10710,False
11715,2025-08-28 14:41:38,Calça M,Moda,359.68,5,0.05,1708.48,Salvador,Pix,10711,False
11699,2025-08-28 15:05:05,Fone J,Eletrônicos,2617.74,3,0.13,6832.3,Curitiba,Cartão de Crédito,10712,False
11708,2025-08-28 15:28:10,Smartphone N,Eletrônicos,2795.97,5,0.12,12302.27,Florianópolis,Cartão de Débito,10713,False
11720,2025-08-28 17:01:03,Cafeteira J,Eletrodomésticos,1092.74,5,0.15,4644.14,Brasília,Pix,10714,False
11721,2025-08-28 17:08:53,Calça M,Moda,359.68,2,0.07,669.0,Goiânia,Cartão de Crédito,10715,False
11709,2025-08-28 17:46:37,Mesa F,Móveis,1613.02,3,0.03,4693.89,Campinas,Boleto,10716,False
11713,2025-08-28 18:15:26,Camisa W,Moda,347.56,2,0.12,611.71,Porto Alegre,Cartão de Débito,10717,False
11705,2025-08-28 18:41:23,Camisa V,Moda,301.91,3,0.09,824.21,Rio De Janeiro,Boleto,10718,False
11706,2025-08-28 20:11:51,Mesa R,Móveis,1692.0,5,0.03,8206.2,Florianópolis,Cartão de Débito,10719,False
11698,2025-08-28 20:26:04,Cafeteira J,Eletrodomésticos,1092.74,3,0.09,2983.18,Brasília,Cartão de Crédito,10720,False
11718,2025-08-28 21:54:59,Livro J,Livros,118.5,5,0.06,556.95,Porto Alegre,Cartão de Crédito,10721,False
11733,2025-08-29 07:47:04,Monitor W,Eletrônicos,2892.83,2,0.17,4802.1,Recife,Cartão de Débito,10722,False
11725,2025-08-29 08:40:17,Calça M,Moda,359.68,3,0.01,1068.25,Belo Horizonte,Boleto,10723,False
11741,2025-08-29 09:48:29,Notebook Y,Eletrônicos,2957.81,3,0.13,7719.88,Curitiba,Cartão de Crédito,10724,False
11735,2025-08-29 10:33:01,Mesa F,Móveis,1613.02,4,0.18,5290.71,Recife,Cartão de Crédito,10725,False
11728,2025-08-29 11:18:21,Fone X,Eletrônicos,2957.24,2,0.0,5914.48,Goiânia,Cartão de Débito,10726,False
